substance_id,active_substance_name,allergic_patients_count,drugs_containing_substance_count
10033,"Sodium Chloride Ph. Eur.",0,1
10385,"Sodium Chloride Solution 0.9%",0,1
5163,"Sodium Chloride, Calcium Gluconate, Glucose Monohydrate, Magnesium Sulfate, Potassium Acetate, Dibas",0,1
5847,"Sodium Chloride, Furagin Soluble",0,1
5965,"Sodium Chloride, Gelatine Polysuccinate",0,1
8136,"Sodium Chloride, Glucose Monohydrate Ph. Eur.",0,1
5164,"Sodium Chloride, Glucose Monohydrate, Magnesium Sulfate Heptahydrate, Potassium Acetate, Dibasic Pot",0,1
8392,"Sodium Chloride, Glucose Monohydrate, Potassium Acetate",0,1
6084,"Sodium Chloride, Glucose, Sodium Acetate Trihydrate",0,1
11385,"Sodium Chloride, Poly (0 2 Hydroxyethyl) Starch",0,1
10378,"Sodium Chloride, Sodium Acetate Trihydrate, Sodium Lactate 60%",0,1
5966,"Sodium Chloride, Sodium Hydroxide, Gelatine Polysuccinate",0,1
6563,"Sodium Chloride, Sodium Lactate",0,1
5569,"Sodium Chloride, Urea",0,1
9229,"Sodium Chloride, Zinc Chloride, Magnesium Acetate Tetrahydrate, Potassium Acetate, Calcium Gluconate",0,1
10572,"Sodium Chloride-Water (Brine) Sulfide, Iodide, Healing Iodine-Bromine Bocheńska Salt",0,1
2823,"Sodium Citrate Bp",0,1
3737,"Sodium Citrate Dihydrate, Potassium Citrate Monohydrate, Citric Acid Monohydrate",0,1
3728,"Sodium Citrate, Monosodium Citrate",0,1
7880,"Sodium Citrate, Sodium Alkylsulphoacetate",0,1
7883,"Sodium Citrate, Sorbitol Solution 70% (Crystallising) (Ph. Eur.), Sodium Lauryl Sulfoacetate 70%",0,1
3763,"Sodium Dihydrogen Phosphate Dihydrate, Disodium Phosphate",0,1
5781,"Sodium Dihydrogen Phosphate Dihydrate, Water For Injection",0,1
5779,"Sodium Dihydrogen Phosphate Monohydrate",0,1
8665,"Sodium Dihydrogen Phosphate Monohydrate, Sodium Dihydrogen Phosphate Anhydrous",0,1
3246,"Sodium Dihydrogen Phosphate, Sodium Hydrogen Carbonate Pheur",0,1
4569,"Sodium Dihydrogen Phosphate, Sodium Sulfate Anhydrous",0,1
10631,"Sodium Feredetate Trihydrate",0,1
5591,"Sodium Ferric Gluconate Complex, Calcium Folinate Pentahydrate",0,1
5241,"Sodium Fluoride Bp",0,1
5728,"Sodium Fluoride, Aminofluoride",0,1
5732,"Sodium Fluoride, Cholecalciferol Concentrate (Powder Form)",0,1
4980,"Sodium Fluoride, Fluorine",0,1
6109,"Sodium Glycerophosphate Hydrate",0,1
4162,"Sodium Hyaluronate, Zinc Chloride",0,1
5941,"Sodium Hydrogen Carbonate, Alginic Acid, Aluminium Hydroxide Gel, Dried",0,1
9947,"Sodium Hydrogen Carbonate, Bismuth Subnitrate, Magnesium Carbonate",0,1
7588,"Sodium Hydrogen Carbonate, Calcium Carbonate, Magnesium Carbonate",0,1
7006,"Sodium Hydrogen Carbonate, Kaolin, Light, Morphine Hydrochloride",0,1
5907,"Sodium Hydrogen Carbonate, Menthol, Sodium Benzoate, Sodium Borate, Sodium Chloride",0,1
5167,"Sodium Hydrogen Carbonate, Potassium Chloride, Sodium Chloride",0,1
5928,"Sodium Hydrogen Carbonate, Potassium Chloride, Sodium Chloride, Glucose, Chamomillae Extractum",0,1
6875,"Sodium Hydrogen Carbonate, Potassium Chloride, Sodium Chloride, Macrogol 4000, Sodium Sulphate",0,1
10340,"Sodium Hydrogen Carbonate, Potassium Chloride, Sodium Chloride, Sodium Phosphate, Sodium Sulfate Anh",0,1
9690,"Sodium Hydrogen Carbonate, Tartaric Acid",0,1
10028,"Sodium Hydrogen Carbonate, Tartaric Acid, Potassium Sulphate, Sodium Sulphate",0,1
11493,"Sodium Hydrogen Carbonate, Terpeneless Dill Seed Oil",0,1
6459,"Sodium Iodohippurate (131i)",0,1
8075,"Sodium Isospaglumate",0,1
10302,"Sodium Lactate",0,1
10303,"Sodium Lactate 60%",0,1
10490,"Sodium Lactate Solution, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calciu",0,1
4274,"Sodium Lactate Solution, Potassium Chloride, Sodium Chloride, Glucose Monohydrate",0,1
8137,"Sodium Metabisulfite",0,1
10926,"Sodium Molybdate Dihydrate, Zinc Chloride, Copper Chloride, Ferrous Chloride, Potassium Iodide, Sodi",0,1
10927,"Sodium Molybdate Dihydrate, Zinc Chloride, Potassium Iodide, Sodium Fluoride, Chromium Chloride Hexa",0,1
8301,"Sodium Phosphate Dibasic Heptahydrate",0,1
11571,"Sodium Phosphate Dibasic Heptahydrate, Sodium Hydrogen Phosphate Monohydrate",0,1
8608,"Sodium Phosphate Dodecahydrate",0,1
5862,"Sodium Phytate, Technetium (99mtc) Phytate",0,1
5230,"Sodium Picosulfate, Liquid Paraffin",0,1
7646,"Sodium Picosulfate, Magnesium Oxide, Heavy, Citric Acid",0,1
10305,"Sodium Pyridine-2-Thiol-N-Oxide",0,1
9630,"Sodium Pyrophosphate",0,1
10181,"Sodium Selenite Anhydrous",0,1
6267,"Sodium Silicate, Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:2,1, Citrus Limon, Succus, Iris,",0,1
339,"Sodium Sulfide Nonahydrate, Saccharomyces Cerevisiae Type D Extract",0,1
9109,"Sodium Sulfosalicylate Samarate",0,1
10309,"Sodium Valproate Bp",0,1
10368,"Sodium, Chloride Ion, Hydrogen Carbonate",0,1
4195,"Soft Extract From Artichoke Herb (2-4:1), Extraction Solvent: Water",0,1
2756,"Soft Extract From Birch Leaf (4-8:1), Extraction Solvent: Water, Soft Extract From Goldenrod (4-7:1)",0,1
3236,"Soft Extract From Capsicum (Der 2.8-4.9: 1), Corresponding To 53 Mg Of Capsaicinoids, Calculated As",0,1
5065,"Soft Extract From Fresh Purple Coneflower Herb, Soft Extract From Fresh Purple Coneflower Root, Extr",0,1
4028,"Soft Extract From Grindelia (Der: 4:1), Extraction Solvent: Ethanol 70% (V/V), Soft Extract From Gel",0,1
11731,"Soft Extract From Iceland Moss (16-18: 1), Extraction Solvent: Water",0,1
6287,"Soft Extract From Ivy Leaf (2.2-2.9:1), Extraction Solvents: Ethanol 96% (V/V), Propylene Glycol, Wa",0,1
7656,"Soft Extract From Milk Thistle Fruit (10–17: 1), Extraction Solvent: Ethanol 60% (V/V)",0,1
5067,"Soft Extract From Purple Coneflower Herb (Der 30-40: 1), Extraction Solvent: Ethanol 23-30% (V/V)",0,1
9225,"Soft Extract From Pygeum Africanum Bark (200: 1), Extraction Solvent: Methylene Chloride",0,1
10018,"Soft Extract From Saw Palmetto Fruit, Corresponding To 2.9-3.5 G Of Saw Palmetto Fruit, Extraction S",0,1
8190,"Soft Extract Of Artichoke Leaf (2.5-3.5:1), Extraction Solvent: Ethanol 20% (V/V)",0,1
6340,"Soft Extract Of Erigeroni Canadensis Herb (Der 30-40:1), Extraction Solvent: Ethanol 96% V/V",0,1
1815,"Soft Extract Of Fresh Salvia Officinalis Inflorescences (2,2-2,7:1), Extraction Solvent: Ethanol 68",0,1
8209,"Soft Extract Of Hawthorn Leaf And Flower (5-6,5:1), Extraction Solvent: 70% Ethanol V/V",0,1
6288,"Soft Extract Of Ivy Leaf (2.2-2.9:1)",0,1
7001,"Soft Extract Of Justicia Adhatoda Leaf (3.5-5.0:1), Extraction Solvent: Water, Extract Of Purple Con",0,1
6151,"Soft Extract Of Pumpkin Seed (15-25 : 1), Extraction Solvent: Ethanol 92% (M/M)",0,1
5068,"Soft Extract Of Purple Coneflower Herb (30-40:1), Extraction Solvent: Ethanol",0,1
3568,"Soft Extract Of Schisandra Chinensis Fruit (2.0-5.0:1), Extraction Solvent: Ethanol 95 %, Soft Extra",0,1
8703,"Soft Extract Of Thyme (3.5-4.5: 1), Extraction Solvent: Water, Soft Extract Of Tussilago Farfara Lea",0,1
2925,"Soft Extract Of Thyme Herb (3 – 5 : 1), Extracting Agent: Methanol 25 % (V/V), Soft Extract Of Primr",0,1
5520,"Soft Extract Of Tussilago Farfara Leaf (4.5-6.0: 1), Extraction Solvent: Water",0,1
2044,"Solanum Dulcamara D6, Sambucus Nigra D1, Natrium Sulfuricum D6, Arsenicum Album D12, Tartarus Emetic",0,1
9854,"Solanum Dulcamara D8, Sambucus Nigra D4, Atropa Bella-Donna D8",0,1
4959,"Solanum Dulcamara Dil D2, Solanum Dulcamara Dil. D30, Solanum Dulcamara Dil. D200, Aranea Diadema D6",0,1
11553,"Solanum Dulcamara Dil. D 4, Arnica Montana Dil. D4, Rhus Toxicodendron Dil. D4, Sulfur Dil. D10, San",0,1
1687,"Solanum Dulcamara Dil. D 4, Mandragora Ex Herba Dil. D4, Lytta Vesicatoria Dil. D6, Mercurius Solubi",0,1
4419,"Solanum Dulcamara, Flos Rec., Ethanol. Decoctum 1:2,15, Lysimachia Nummularia, Herba Rec., Ethanol.",0,1
6134,"Solidaginis Herba",0,1
11090,"Solidaginis Herba, Folium Uva Ursi, Urticae Herba",0,1
6133,Solidago,0,1
6135,"Solidago Gigantea",0,1
10329,"Solidago Virgaurea D12, Solidago Virgaurea D200, Solidago Virgaurea D30",0,1
10322,"Solidago Virgaurea D2, Lycopodium Clavatum D3, Helleborus D4",0,1
8332,"Solidago Virgaurea Dil. D 3, Lytta Vesicatoria D5, Berberis Vulgaris Dil D3",0,1
7835,"Solidago Virgaurea Dil. D 3, Lytta Vesicatoria Dil. D6, Ononis Spinosa Dil. D3, Lespedeza Capitata E",0,1
10326,"Solidago Virgaurea Dil. D2, Acidum Arsenicosum Dil. D6, Lytta Vesicatoria Dil. D 4, Hydrargyrum Bich",0,1
10323,"Solidago Virgaurea Dil. D2, Petroselinum Crispum Convar. Crispum Dil D1, Helleborus Niger D1, Junipe",0,1
10328,"Solidago Virgaurea Mother Tincture, Acidum Nitricum Dil. D4, Juniperus Communis Dil. D3, Atropa Bell",0,1
11088,"Solidago Virgaurea Mother Tincture, Colchicum Autumnale Dil. D2, Nasturtium Officinale Dil. D1",0,1
10574,"Solriamfetol Hydrochloride",0,1
10352,"Solutio Ferri Comp. Dil. D3",0,1
6012,Somatorelin,0,1
10396,"Sorbic Acid",0,1
10397,"Sorbitan Sesquioleate",0,1
2572,"Sorbitan Trioleate, Polysorbate 80, Sodium Citrate, Squalene, Citric Acid, Damlecovatein",0,1
2571,"Sorbitan Trioleate, Polysorbate 80, Sodium Citrate, Squalene, Citric Acid, Sars-Cov-2 Virus, Variant",0,1
2570,"Sorbitan Trioleate, Water For Injection, Polysorbate 80, Sodium Citrate, Selvacovatein, Squalene, Ci",0,1
6376,"Sorbitol (E420), Citric Acid",0,1
5283,"Sorbitol (E420), Enzalutamide",0,1
1804,"Sorbitol (E420), L-Arginine Hydrochloride",0,1
9148,"Soya Oil, Avocado Oil",0,1
5401,"Soya Phospholipids, Containing 76% Of Phosphatidylcholine, Extraction Solvent: Ethanol 96% (V/V)",0,1
7400,"Soya-Bean Oil Refined, Medium Chain Triglycerides, Saturated",0,1
8513,"Spigelia Anthelmia Dil. D 3, Aconitum Napellus Dil. D5, Magnesium Phosphoricum D7",0,1
9801,"Spigelia Anthelmia Dil. D2, Iris Versicolor Dil. D2",0,1
9439,"Spinacia Oleracea",0,1
10448,"Splen Suis D10, Splen Suis D200, Splen Suis D30",0,1
2991,"Spongia Dil. D3, Atropa Belladonna Dil. D3, Apis Mellifica Dil. D3, Bryonia Dil. D3",0,1
10808,"Spongilla Lacustris Dil. D4 Vinos, Lycopus Europaeus Mother Tincture",0,1
11564,"Standardised Dry Extract From Cascara Sagrada (Der 4-6:1), Equivalent To 15 Mg Of Hydroxyanthracene",0,1
8397,"Standardised Dry Extract Of Frangula Bark (Der 5-7: 1) Corresponding To 15 Mg Of Glucofrangulins Exp",0,1
6019,"Standardised Ginkgo Biloba Extract",0,1
3906,"Standardised Meadow Saffron Dry Extract",0,1
11243,"Standardized Dry Extract Of Aesculus Hippocastanum Seed (5-8:1) Corresponding To 40-50mg Of Triterpe",0,1
5671,"Standardized Dry Extract Of Soya-Bean (1:100-400), Corresponding To 40 Mg Of Isoflavones, Extraction",0,1
11598,"Stannous Chloride",0,1
3301,"Stannous Chloride, Copper Tetramibi Tetrafluoroborate, L-Cysteine Hydrochloride Monohydrate",0,1
10707,"Stannous Oxide, 3,3-Diphosphono-1,2-Propanedicarboxylic Acid, Tetrasodium Salt (Dpd)",0,1
8553,"Stannum Metallicum D8, Anamirta Cocculus D8, Oenanthe Crocata D4, Datura Stramonium D3, Arnica Monta",0,1
7134,"Stannum Metallicum D8, Silicea D8, Terebinthina D3, Kreosotum D3, Chelidonium Majus D3",0,1
2995,"Stannum Metallicum Dil. D5, Bryonia Cretica Ferm 33b Dil. D2",0,1
3541,"Stannum Metallicum Dil. D6, Acidum Arsenicosum Dil D5, Atropa Bella-Donna Dil D5, Magnesium Phosphor",0,1
10190,"Stannum Metallicum Dil. D6, Senecio Jacobaea Ex Herba Ferm 33d Dil. D1 (Hab, Vs. 33d), Spinacia Oler",0,1
7821,"Stannum Metallicum Dil. D8, Carduus Marianus Ø, Berberis Vulgaris Dil. D2, Lophophytum Leandri Dil.",0,1
7832,"Stannum Metallicum Dil. D8, Equisetum Arvense Dil. D1, Bambusa E Summitatibus Rec. Dil. D12, Calcium",0,1
7812,"Stannum Metallicum Dil. D8, Picrasma Excelsa, Quassia Amara Dil. 2, Carduus Marianus Ø, Berberis Vul",0,1
7837,"Stannum Metallicum Dil. D8, Symphytum Officinale Dil. D6, Mandragora E Radice Siccata Dil. D6, Ferru",0,1
2996,"Stannum Metallicum Dil. D9, Bryonia Cretica Ferm 33b Dil. D2",0,1
10469,"Stannum Metallicum Praeparatum Trit. D8",0,1
946,"Staphisagria D12, Matricaria Recutita D12, Valeriana D6, Kalium Phosphoricum D6",0,1
10067,"Staphylococcus Aureus Extractum Cellulae (Lyophil., Steril.) D6",0,1
10471,"Staphylococcus-Nosode Dil. D200, Staphylococcus-Nosode Dil. D12, Staphylococcus-Nosode Dil. D30",0,1
4223,"Stearic Acid, Sodium Carbonate Anhydrous, Glycerol (86 Percent)",0,1
6791,Sterculia,0,1
6792,"Sterculia Gum",0,1
10489,"Sterile Water",0,1
1554,"Stibium Metallicum D6",0,1
10494,"Stibium Metallicum Praeparatum Trit. D1",0,1
6229,"Stibium Metallicum Praeparatum Trit. D1, Hamamelis, Summitates Destillata Ø",0,1
10493,"Stibium Metallicum Praeparatum Trit. D6",0,1
4350,"Stibium Sulfuratum Aurantiacum Trit. D6",0,1
11265,"Stibium Sulfuratum Nigrum C9, Acidum Nitricum C9, Thuja Occidentalis C9",0,1
5834,"Stibium Sulfuratum Nigrum D8, Calcium Acetate D2, Alchemilla Vulgaris D2, Thyroid Extract D8, Fucus",0,1
5677,"Sticta Ø, Honey, Lichen Islandicus / Cladonia Rangiferina / Usnea Barbata (5:2:1), Aqueous Extract (",0,1
10496,"Sticta Ø, Ipecacuanha Dil. D3, Rumex Crispus Dil D1, Euspongia Officinalis Dil D2, Bryonia Dil. D2",0,1
8060,"Stramonium Dil. D2, Amanita Muscaria Dil. D3, Aranea Avicularis (Hab 34) Dil. D4",0,1
10525,"Streptococcus Haemolyticus Nosode D12, Streptococcus Haemolyticus Nosode D200, Streptococcus Haemoly",0,1
10068,"Streptococcus Pyogenes Extractum Cellulae (Lyophil., Steril.) D6",0,1
6956,"Strontium (82sr) Dichloride",0,1
3586,"Strontium (89sr) Chloride",0,1
3676,"Strontium Carbonicum Dil. D200, Strontium Carbonicum Dil. D30, Strontium Carbonicum Dil. D8, Cimicif",0,1
3297,"Strontium Chloride, Rubidium Chloride Rb-82",0,1
10540,"Strontium Ranelate",0,1
10548,"Strophanthus Gratus Dil. D12, Strophanthus Gratus Dil. D200, Strophanthus Gratus Dil. D30",0,1
6418,"Strophanthus Gratus Dil. D4, Cytisus Scoparius D3, Selenicereus Grandiflorus D2, Spigelia Anthelmia",0,1
10546,"Strophanthus Kombe E Semine Ferm 35b Dil. D3 (Hab, Vs. 35b)",0,1
11740,"Strophantus Gratus D12, Argentum Nitricum D15",0,1
9328,"Strophantus Gratus Dil. D4, Convallaria Majalis D2, Urginea Maritima D4, Passiflora Incarnata Mother",0,1
6620,"Strophantus Gratus Dil. D4, Naja Naja Dil. D 3, Nicotiana Tabacum Dil. D 12, Spigelia Anthelmia Dil.",0,1
11529,"Strychninum Phosphoricum Dil. D4, Yohimbine Hydrochloride, Acidum Picrinicum Dil. D6, Turnera Diffus",0,1
4035,"Strychnos Ignatii Dil. D 6, Arnica Montana Dil. D4, Nitroglycerinum Dil. D4, Kalmia Latifolia Dil. D",0,1
10901,"Strychnos Ignatii Dil. D 6, Myristica Fragrans D6, Phosphorus Dil. D6",0,1
6647,"Strychnos Ignatii Dil. D12, Nitroglycerinum Dil. D12, Lachesis Dil. D12",0,1
6648,"Strychnos Ignatii Dil. D200, Strychnos Ignatii Dil. D30, Strychnos Ignatii Dil. D12",0,1
8254,"Strychnos Ignatii Trit. D 4, Acidum Phosphoricum D4, Kalium Bromatum Trit. D4, Sepia Officinalis D4,",0,1
11739,"Strychnos Nux-Vomica D10, Calcium Carbonicum Hahnemanni D15, Natrium Phosphoricum D12",0,1
8507,"Strychnos Nux-Vomica Dil. D10, Strychnos Nux-Vomica Dil. D15, Strychnos Nux-Vomica Dil. D30, Strychn",0,1
8509,"Strychnos Nux-Vomica Dil. D12, Strychnos Nux-Vomica Dil. D30, Strychnos Nux-Vomica Dil. D200, Strych",0,1
8935,"Strychnos Nux-Vomica Dil. D4, Artemisia Absinthium Ø, Apomorphinum Hydrochloricum Dil. D8, Semecarpu",0,1
5924,"Strychnos Nux-Vomica Dil. D4, Atropa Belladonna Dil. D4, Argentum Nitricum Dil. D6, Phosphorus Dil.",0,1
8511,"Strychnos Nux-Vomica Dil. D4, Carbo Vegetabilis Dil. D 11, Citrullus Colocynthis Dil. D 5, Lycopodiu",0,1
8508,"Strychnos Nux-Vomica Dil. D4, Citrullus Colocynthis Dil. D 5, Strychnos Nux-Vomica Dil. D10, Strychn",0,1
5919,"Strychnos Nux-Vomica Dil. D4, Ethanol, Citrullus Colocynthis Dil. D4, Aluminia D8 Dil.",0,1
1917,"Strychnos Nux-Vomica Dil. D4, Filipendula Ulmaria Dil. D4, Solanum Dulcamara Dil. D6, Bryonia Dil. D",0,1
8497,"Strychnos Nux-Vomica Dil. D4, Gentiana Lutea, Ethanol. Decoctum Dil. D1, Myristica Fragrans Dil. D4",0,1
1673,"Strychnos Nux-Vomica Dil. D4, Lycopodium Clavatum Dil D 6, Phosphorus Dil. D 12, Pulsatilla Pratensi",0,1
6211,"Strychnos Nux-Vomica Dil. D4, Lycopodium Dil. D5, Acidum Nitricum Dil. D6, Aesculus Dil. D2, Collins",0,1
7826,"Strychnos Nux-Vomica Dil. D4, Mandragora E Radice Siccata Dil. D6, Ocimum Basilicum Ex Herba D1, Art",0,1
10418,"Strychnos Nux-Vomica Dil. D4, Plumbum Metallicum Dil. D8, Atropa Belladonna Dil. D4, Carbo Vegetabil",0,1
7810,"Strychnos Nux-Vomica Dil. D4, Syzygium Cumini Mother Tincture, Eichhornia Crassipes Dil. D2, Okoubak",0,1
7822,"Strychnos Nux-Vomica Dil. D4, Taraxacum Officinale Dil. D1, Quassia Amara Dil. D2, Carduus Marianus",0,1
6374,"Strychnos Nux-Vomica Dil. D4, Veronica Virginica Dil. D 3, Berberis Vulgaris Urt., Lycopodium Clavat",0,1
1853,"Strychnos Nux-Vomica, China Rubra D3, Ruta Graveolens D8, Belladonna D4, Achillea Millefolium D3, Br",0,1
9848,"Strychnos Nux-Vomica, Ethanol, Bryonia Dil. D4, Berberis Vulgaris Dil. D4, Rhus Toxicodendron Dil. D",0,1
3852,"Strychnos Nux-Vomica, Petroleum, Nicotiana Tabacum, Cocculus Indicus",0,1
8090,Succinum,0,1
7037,"Sucralfate, Ketoprofen",0,1
8143,Sucrose,0,1
8144,"Sucrose, Honey",0,1
10559,"Sulbactam Sodium",0,1
1371,"Sulbactam Sodium, Ampicillin",0,1
6345,"Suleparoid Sodium",0,1
2986,"Sulfacetamide Sodium, Betamethasone",0,1
5661,"Sulfadiazine Silver Micronised",0,1
10207,Sulfadimidine,0,1
10561,Sulfafurazole,0,1
2973,"Sulfamethoxazole, Trimethoprim, Potassium Guaiacolsulfonate",0,1
10564,"Sulfasalazine Usp",0,1
8404,Sulfathiazole,0,1
11711,"Sulfathiazole, Ephedrine Hydrochloride",0,1
1604,"Sulfogaiacol, Ammonium Chloride",0,1
10781,"Sulfogaiacol, Codeine Phosphate Hemihydrate",0,1
6404,"Sulfogaiacol, Liquid Extract From Thyme (1:2), Extraction Solvents: Ethanol 30% (V/V), Ammonia Solut",0,1
8913,"Sulfogaiacol, Sodium Benzoate",0,1
1670,"Sulfur D18, Sulfur D12, Sulfur D30",0,1
5260,"Sulfur D4, Vincetoxicum Hirundinaria D5",0,1
11549,"Sulfur D6, Arnica Montana D2, Sanguinaria Canadensis D4, Solanum Dulcamara D2, Rhus Toxicodendron D2",0,1
3533,"Sulfur Dil D4, Camphora Dil. D1",0,1
5258,"Sulfur Dil D4, Vincetoxicum Hirundinaria Dil. D6, Vincetoxicum Hirundinaria Dil. D10, Vincetoxicum H",0,1
10117,"Sulfur Dil. D 12, Sulfur Dil D4, Sulfur Dil. D6, Sulfur Dil. D30, Sulfur Dil. D200",0,1
2778,"Sulfur Dil. D 8, Aesculus Hippocastanum Dil. D4, Vipera Berus E Veneno Sicc. Dil. D 10, Melilotus Of",0,1
9602,"Sulfur Dil. D 8, Pulsatilla Pratensis Dil. D6, Cortisonum Aceticum D18",0,1
8024,"Sulfur Dil. D 8, Veratrum Album Dil. D 4, Phosphorus Dil. D8, Kalium Bichromicum Dil. D8, Atropa Bel",0,1
3690,"Sulfur Dil. D30, Pulsatilla Pratensis Dil. D12, Calcium Carbonicum Hahnemanni Dil. D30, Sepia Offici",0,1
10568,"Sulfur Dil. D30, Sulfur Dil. D200, Sulfur Dil. D12",0,1
10567,"Sulfur Dil. D6, Apis Mellifica Dil. D8, Acidum Arsenicosum Dil. D12, Rhus Toxicodendron Dil. D8",0,1
654,"Sulfur Dil. D6, Pulsatilla Dil. D4, Rhus Toxicodendron Dil. D6",0,1
10393,"Sulfur Hexafluoride",0,1
10480,"Sulfur Jodatum D6, Petroleum Rectificatum Dil D6, Graphites D8",0,1
477,"Sulfur Trit. D 12, Strychnos Ignatii Trit. D6, Tellurium Metallicum Trit. D10, Acidum Arsenicosum Tr",0,1
8874,"Sulfur, Atropa Bella-Donna C4, Arnica Montana C4, Eupatorium Perfoliatum C4, Gelsemium Sempervirens",0,1
2437,Sulisobenzone,0,1
7188,"Sumbul D6, Ignatia Amara D3, Avena Sativa Tm, Nux Vomica D3, Cicuta Virosa D6, Hyoscyamus Niger D1,",0,1
1897,"Sumbulus Moschatus (Hab 34) Dil. D2 (hab, V. 4a, Ø Mit Ethanol 62% (M/M)), Oleander Dil. D3, Spartiu",0,1
6003,"Suramin Sodium",0,1
9435,"Sus Scrofa Thymus",0,1
3505,"Sweet Almond Oil, Xylene",0,1
10584,"Sylimarin-Phospholipid Complex Containing 30% Of Flavonolignans Standardised For Syllibin And 1.5% O",0,1
4855,"Symphytum Officinale D12, Calendula Officinalis D6, Arnica Montana D6, Rhus Toxicodendron D12, Ruta",0,1
11556,"Symphytum Officinale Dil. D 6, Rhus Toxicodendron Dil D2, Arnica Montana Dil. D4, Sulfur Dil. D6, Ca",0,1
10597,"Symphytum Officinale Dil. D12, Symphytum Officinale Dil. D30, Symphytum Officinale Dil. D200",0,1
10475,"Symphytum Officinale Dil. D6, Alchemilla Vulgaris Dil. D6, Equisetum Arvense Dil. D6, Ilex Aquifoliu",0,1
8733,"Symphytum Officinale Dil. D8, Acidum Silicicum Dil. D12, Calcium Carbonicum Hahnemanni Dil. D12, Cal",0,1
11403,"Synthetic Vitamin A Concentrate (Hydrodispersible Form)",0,1
10632,"Syzygium Cumini Dil. D30, Syzygium Cumini Dil. D4, Syzygium Cumini Dil. D200, Syzygium Cumini Dil. D",0,1
4907,"Tabacum D6, Aesculus Hippocastanum Dil. D6, Cuprum Aceticum D6, Secale Cornutum D6, Veratrum Album D",0,1
4870,"Tabacum D6, Ammonium Carbonicum D4, Hydrocyanicum Acidum D6, Camphora D4, Veratrum Album D4, Carbo V",0,1
4867,"Tabacum D6, Cuprum Aceticum D6, Secale Cornutum D6",0,1
8696,Taka-Diastase,0,1
1352,"Talc, Zinc Oxide",0,1
10662,"Tamarind Extract, Senna Leaf Powder, Cassia Pulp Extract, Coriander Fruit Powder",0,1
10664,"Tamoxifen Citrate Bp",0,1
10333,"Tamsulosin Hydrochloride, Solifenacin",0,1
10672,Tannin,0,1
10668,"Tanninum Albuminatum",0,1
7470,"Taraxaci Radix",0,1
8433,"Taraxacum Officinale D3, Chelidonium Majus D3, Silybum Marianum D2",0,1
6353,"Taraxacum Officinale Dil. D4, Picrasma Excelsa, Quassia Amara Dil. D6, Myrica Cerifera (Hab 34) Dil.",0,1
1729,"Taraxacum Officinale E Planta Tota Ferm 34c Dil. D2 (Hab, Vs. 34c), Chelidonium Majus E Floribus Fer",0,1
1400,"Taraxacum Officinale E Planta Tota Ferm 34c Dil. D4 (Hab, Vs. 34c), Anagallis Arvensis E Planta Tota",0,1
1730,"Taraxacum Officinale E Planta Tota Ferm 34c Dil. D4 (Hab, Vs. 34c), Chelidonium Majus E Floribus Fer",0,1
6401,"Taraxacum Officinale Root, Uva Ursi Dry Extract, Buchu Dry Extract",0,1
7522,"Taraxacum Officinale Ø, Calendula Mother Tincture, Chelidonium Dil. D8, Phytolacca Americana Dil. D2",0,1
10678,"Taraxacum Stanno Cultum Rh Dil. D2",0,1
10679,"Taraxacum Stanno Cultum Rh Dil. D3",0,1
10677,"Taraxacum Stanno Cultum, Planta Tota Dil. D2",0,1
4503,"Taraxici Herba Cum Radice, Fennel Fruit Bitter, Myrtillus, Salvia Officinalis, Polygoni Avicularis H",0,1
6389,"Taraxici Herba Cum Radice, Menthae Piperitae Folium, Achillea Millefolium, Hypericum Perforatum L. H",0,1
4504,"Taraxici Herba Cum Radice, Sage Leaf (Salvia Officinalis), Fennel Fruit Bitter, Myrtillus, Common Be",0,1
6786,"Tartaric Acid, Aluminium Potassium Sulphate Dodecahydrate, Citric Acid Monohydrate",0,1
9591,"Tartarus Stibiatus Dil. D7 Aquos. (Hab, Vs. 5b), Pulmo Bovis Gl Dil. D16 (Hab, Vs. 41a)",0,1
9590,"Tartarus Stibiatus Dil. D7 Aquos. (Hab, Vs. 5b), Pulmo Bovis Gl Dil. D5 (Hab, Vs. 41a)",0,1
10684,"Tartarus Stibiatus Trit. D3",0,1
9456,"Taurine, Glutamic Acid, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-M",0,1
10919,"Taurine, Glutamic Acid, Glycine, N-Acetyltyrosine, L-Lysine Acetate, L-Tryptophan, L-Arginine, L-His",0,1
10920,"Taurine, Glutamic Acid, Glycine, N-Acetyltyrosine, L-Tryptophan, L-Arginine, L-Histidine, Lysine Ace",0,1
10992,"Taurine, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium Chain, L-Lysine A",0,1
10989,"Taurine, Glycine, Olive Oil, Refined, Triglycerides, Medium Chain, L-Lysine Acetate, Soya Bean Oil R",0,1
10692,Taurolidine,0,1
9727,"Tazobactam Sodium, Piperacillin",0,1
10701,"Tea Tree Oil, Zinc Oxide, Camphor, Eucalyptus Oil, Methyl Salicylate, Distilled Hamamelis Water",0,1
10455,"Technetium (99mtc) Exametazime",0,1
4676,"Technetium (99mtc) Succimer, Dimercaptosuccinic Acid",0,1
